package_name,title_de,maintainer,maintainer_email,issued,modified,license,keywords_de,snapshot_date
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-anhang-3,Bundesinventar der Amphibienlaichgebiete von nationaler Bedeutung - Anhang 3,bnl@bafu.admin.ch,,,2025-12-01T00:00:00,,"umwelt,lebensraume-und-biotope,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-19
vegetation-alpine-auen,Vegetation alpine Auen,bnl@bafu.admin.ch,,2006-01-01T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,biodiversitat",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-grosser-wassernabel,Invasive gebietsfremde Pflanzen - Potentialkarte Grosser Wassernabel,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
bundesinventar-der-eidgenossischen-jagdbanngebiete-inkl-routennetz-jagdbanngebiete,Bundesinventar der eidgenössischen Jagdbanngebiete (inkl. Routennetz) - Jagdbanngebiete,bnl@bafu.admin.ch,,1992-01-01T00:00:00,2023-06-15T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,lebensraume-und-biotope,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-19
bundesinventar-der-hoch-und-ubergangsmoore-von-nationaler-bedeutung,Bundesinventar der Hoch- und Übergangsmoore von nationaler Bedeutung,bnl@bafu.admin.ch,,1991-01-01T00:00:00,2025-12-01T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-fortunes-hanfpalme,Invasive gebietsfremde Pflanzen - Potentialkarte Fortunes Hanfpalme,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
nationale-daueruntersuchung-der-schweizerischen-fliessgewasser-naduf-standorte-der-messstatione,Nationale Daueruntersuchung der schweizerischen Fliessgewässer (NADUF) - Standorte der Messstationen,hydrologie@bafu.admin.ch,,,2022-12-07T00:00:00,,"geobasisdaten,gewiss,aufbewahrungs--und-archivierungsplanung-aap---bund,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-06-19
wildtierpassagen,Wildtierpassagen der Schweiz,bnl@bafu.admin.ch,,2023-08-23T00:00:00,,,"wildtier,umwelt,fauna,umweltuberwachung,biotopverbund,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-robinie,Invasive gebietsfremde Pflanzen - Potentialkarte Robinie,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
schweizerischer-nationalpark-und-parke-von-nationaler-bedeutung-zonierung,Schweizerischer Nationalpark und Pärke von nationaler Bedeutung (Zonierung),bnl@bafu.admin.ch,,,2025-04-30T00:00:00,,"umwelt,schutzgebiete,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-06-19
bundesinventar-der-auengebiete-von-nationaler-bedeutung-anhang-2,Bundesinventar der Auengebiete von nationaler Bedeutung - Anhang 2,bnl@bafu.admin.ch,,2017-10-05T00:00:00,2017-11-01T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-portulak-heusenkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Portulak-Heusenkraut,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
schweizerischer-nationalpark-und-parke-von-nationaler-bedeutung-perimeter,Schweizerischer Nationalpark und Pärke von nationaler Bedeutung (Perimeter),bnl@bafu.admin.ch,,,2025-04-30T00:00:00,,"umwelt,schutzgebiete,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-06-19
bundesinventar-der-landschaften-und-naturdenkmaler-bln,Bundesinventar der Landschaften und Naturdenkmäler (BLN),bnl@bafu.admin.ch,,1977-01-01T00:00:00,2022-11-15T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-essbares-zypergras,Invasive gebietsfremde Pflanzen - Potentialkarte Essbares Zypergras,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-chinesische-samtpappel,Invasive gebietsfremde Pflanzen - Potentialkarte Chinesische Samtpappel,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-gotterbaum,Invasive gebietsfremde Pflanzen - Potentialkarte Götterbaum,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-einjahriges-berufkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Einjähriges Berufkraut,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
nationales-okologisches-netzwerk-ren-lebensraum-fliessgewasser-seen,"Nationales ökologisches Netzwerk REN, Lebensraum Fliessgewässer / Seen",bnl@bafu.admin.ch,,,2011-02-14T00:00:00,,"see,zerstorung-des-lebensraums,artenvielfalt,umwelt,fliessgewasser,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-19
invasive-gebietsfremde-pflanzen-potentialkarte-nadelkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Nadelkraut,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-19
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-wanderobjekte,Bundesinventar der Amphibienlaichgebiete von nationaler Bedeutung - Wanderobjekte,bnl@bafu.admin.ch,,2001-01-01T00:00:00,2025-12-01T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch,umwelt,lebensraume-und-biotope,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-19
nais-weiserflachen-und-beobachtungspunkte-suissenais,NaiS-Weiserflächen und Beobachtungspunkte SuisseNaiS,info@gebirgswald.ch,,2024-11-24T00:00:00,,,"erdbeobachtung,umwelt,wald,wms,schutzwald",2026-06-19
dokutool-zukunftsbaumarten,DokuTool Zukunftsbaumarten,info@gebirgswald.ch,,2024-11-24T00:00:00,,,"wald,erdbeobachtung,umwelt,wms,schutzwald",2026-06-19
geodatenmodell-und-dokumentation-noisepollutionregisterforrailwayinfrastructure_lv95_v1_4,"Geodatenmodell und Dokumentation ""NoisePollutionRegisterForRailwayInfrastructure_LV95_V1_4""",pasquale.didonato@swisstopo.ch,,2025-04-29T00:00:00,,,"minimales-geodatenmodel-mgdm,minimales-geodatenmodel-mgdm,modelldokumentation,modelldokumentation,larm,eisenbahn",2026-06-19
stickstoffdioxid-immissionen-entlang-der-a2-und-a13,Stickstoffdioxid-Immissionen entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:55:32.513000+00:00,,,2026-06-19
russ-konzentration-entlang-der-a2-und-a13,Russ-Konzentration entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:54:59.738000+00:00,,,2026-06-19
nox-konzentration-entlang-der-a2-und-a13,NOx-Konzentration entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:50:02.275000+00:00,,,2026-06-19
feinstaub-immissionen-entlang-der-a2-und-a13,Feinstaub-Immissionen entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:43:13.906000+00:00,,,2026-06-19
co2-emissionen-aus-brennstoffen-witterungsbereinigt-und-treibstoffen,CO2-Emissionen aus Brennstoffen (witterungsbereinigt) und Treibstoffen,climatereporting@bafu.admin.ch,,2022-10-21T00:00:00,2026-04-15T06:32:45.526000+00:00,,,2026-06-19
anteile-der-treibhausgasemissionen-aus-treibstoffen-im-sektor-verkehr,Anteile der Treibhausgasemissionen aus Treibstoffen im Sektor Verkehr,climatereporting@bafu.admin.ch,,2022-09-29T00:00:00,2026-04-13T09:26:18.615000+00:00,,,2026-06-19
treibhausgasemissionen-nach-sektor-und-gas,Treibhausgasemissionen nach Sektor und Gas,climatereporting@bafu.admin.ch,,2022-08-31T00:00:00,2026-04-13T09:20:02.474000+00:00,,,2026-06-19
rote-liste,Rote Liste,bnl@bafu.admin.ch,,2024-01-24T00:00:00,2024-01-24T00:00:00,,,2026-06-19
lfi-veranderungen,LFI: Veränderungen,wald@bafu.admin.ch,,2024-10-14T18:43:11+00:00,2024-10-14T19:27:11+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-nadel-und-laubholz,"LFI: Themen nach Nadelholz, Laubholz",wald@bafu.admin.ch,,2023-11-02T20:41:20+00:00,2024-10-14T17:06:57+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-eigentum-offentlich-privat,LFI: Themen nach Eigentum (2 Klassen),wald@bafu.admin.ch,,2023-11-02T20:34:16+00:00,2024-10-14T16:58:12+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-baumzustand,LFI: Themen nach Baumzustand,wald@bafu.admin.ch,,2023-06-22T05:30:59+00:00,2024-10-14T17:09:00+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-hauptbaumart,LFI: Themen nach Hauptbaumart,wald@bafu.admin.ch,,2023-06-22T05:27:53+00:00,2024-10-14T16:51:06+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-waldtyp,LFI: Themen nach Waldtyp (12 Klassen),wald@bafu.admin.ch,,2023-06-22T05:36:11+00:00,2024-10-14T17:26:35+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-standortsgute,LFI: Themen nach Standortgüte,wald@bafu.admin.ch,,2023-06-22T05:35:05+00:00,2024-10-14T17:21:26+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-zeitpunkt-des-letzten-eingriffs,LFI: Themen nach Zeitpunkt des letzten Eingriffs (5- bzw. 10-Jahres-Klassen),wald@bafu.admin.ch,,2023-06-22T05:34:29+00:00,2024-10-14T17:19:10+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-anzahl-schaden,LFI: Themen nach Anzahl Schäden,wald@bafu.admin.ch,,2023-06-22T05:33:45+00:00,2024-10-14T17:17:16+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-schadigungsgrad,LFI: Themen nach Schädigungsgrad,wald@bafu.admin.ch,,2023-06-22T05:33:10+00:00,2024-10-14T17:15:22+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-waldtyp-und-entwicklungsstufe,LFI: Themen nach Waldtyp (17 Klassen),wald@bafu.admin.ch,,2023-06-22T05:31:41+00:00,2024-10-14T17:13:28+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-nais-waldformationen-10-klassen,LFI: Themen nach NaiS-Waldformationen (10 Klassen),wald@bafu.admin.ch,,2023-06-22T06:02:52+00:00,2024-10-14T18:42:57+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-hoch-oder-tieflagen-nais,LFI: Themen nach Hochlagen/Tieflagen,wald@bafu.admin.ch,,2023-06-22T05:59:37+00:00,2024-10-14T18:40:23+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-nais-vegetationshohenstufen-6-klassen,LFI: Themen nach NaiS-Vegetationshöhenstufen (6 Klassen),wald@bafu.admin.ch,,2023-06-22T05:55:29+00:00,2024-10-14T18:34:26+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-nais-vegetationshohenstufen-10-klassen,LFI: Themen nach NaiS-Vegetationshöhenstufen (10 Klassen),wald@bafu.admin.ch,,2023-06-22T05:51:19+00:00,2024-10-14T18:26:25+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-eingefuhrte-baumart-baumformige-neophyten-8-klassen,LFI: Themen nach eingeführte Baumart (baumförmige Neophyten; 8 Klassen),wald@bafu.admin.ch,,2023-06-22T05:50:20+00:00,2024-10-14T18:17:32+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-eingefuhrte-baumart-baumformiger-neophyt-3-klassen-ab-lfi1,LFI: Themen nach eingeführte Baumart (baumförmige Neophyten; 3 Klassen; ab LFI1),wald@bafu.admin.ch,,2023-06-22T05:49:57+00:00,2024-10-14T18:15:16+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-mischungsgrad,LFI: Themen nach Mischungsgrad (terrestrisch),wald@bafu.admin.ch,,2023-06-22T05:26:10+00:00,2024-10-14T16:43:18+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-baumart-56-klassen,LFI: Themen nach Baumart (56 Klassen),wald@bafu.admin.ch,,2023-06-22T05:48:03+00:00,2024-10-14T18:12:49+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-baumalter-40-jahres-klassen,LFI: Themen nach Baumalter (40-Jahres-Klassen),wald@bafu.admin.ch,,2023-06-22T05:47:46+00:00,2024-10-14T18:03:13+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-entwicklungsstufe,LFI: Themen nach Entwicklungsstufe,wald@bafu.admin.ch,,2023-06-22T05:23:38+00:00,2024-10-14T16:39:08+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-schafthohe-gebrochener-durrstander-6-klassen,LFI: Themen nach Schafthöhe gebrochener Dürrständer (6 Klassen),wald@bafu.admin.ch,,2023-06-22T05:47:28+00:00,2024-10-14T18:01:59+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-stucklange-liegender-toter-probebaume-6-klassen,LFI: Themen nach Stücklänge liegender toter Bäume (6 Klassen),wald@bafu.admin.ch,,2023-06-22T05:47:08+00:00,2024-10-14T18:00:24+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-durchmesser-10-cm-klassen,LFI: Themen nach Brusthöhendurchmesser (10 Klassen),wald@bafu.admin.ch,,2023-06-22T05:45:58+00:00,2024-10-14T17:58:45+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-dominanter-durchmesser-10-cm-klassen,LFI: Themen nach dominanter Brusthöhendurchmesser (stehend-lebend; 8 Klassen),wald@bafu.admin.ch,,2023-06-22T05:45:23+02:00,2024-10-14T17:55:03+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-flachenschadenausmass-10-klassen,LFI: Themen nach Schadenausmass (10 Klassen),wald@bafu.admin.ch,,2023-06-22T05:44:57.346000+02:00,2024-10-14T17:52:40+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-gigant,LFI: Themen nach Gigant (nein/ja),wald@bafu.admin.ch,,2023-06-22T05:44:17,2024-10-14T17:50:41+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-baumzustand-stehend-liegend,LFI: Themen nach Baumzustand (stehend/liegend),wald@bafu.admin.ch,,2023-06-22T05:43:48+00:00,2024-10-14T17:48:45+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-baumzustand-lebend-tot,LFI: Themen nach Baumzustand (lebend/tot),wald@bafu.admin.ch,,2023-06-22T05:43:13+00:00,2024-10-14T17:47:12+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-baumart-5-klassen,LFI: Themen nach Baumart (5 Klassen),wald@bafu.admin.ch,,2023-06-22T05:41:17+00:00,2024-10-14T17:45:18+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-exposition-8-klassen,LFI: Themen nach Exposition (9 Klassen),wald@bafu.admin.ch,,2023-06-22T05:40:04+00:00,2024-10-14T17:39:53+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-brusthohendurchmesser-4-cm-stufen,LFI: Themen nach Brusthöhendurchmesser (4-cm-Stufen),wald@bafu.admin.ch,,2023-06-22T05:38:56+00:00,2024-10-14T17:36:32+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
lfi-themen-nach-durchmesser-starkeklasse,LFI: Themen nach Brusthöhendurchmesser (Stärkeklassen),wald@bafu.admin.ch,,2023-06-22T05:38:05+00:00,2024-10-14T17:29:26+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-19
naturlicher-wasserhaushalt-der-ganzen-schweiz-und-bedeutender-grosseinzugsgebiete,Natürlicher Wasserhaushalt der ganzen Schweiz und bedeutender Grosseinzugsgebiete,hydrologie@bafu.admin.ch,,,2024-12-31T00:00:00,,wasser,2026-06-19
grosse-hochwasserabflusse-in-der-schweiz,Grosse Hochwasserabflüsse in der Schweiz,hydrologie@bafu.admin.ch,,2018-03-15T00:00:00,2018-12-07T00:00:00,,hochwasser,2026-06-19
national-prioritare-arten,National Prioritäre Arten,bnl@bafu.admin.ch,,2025-07-14T00:00:00,,,"artenforderung,biodiversitat",2026-06-19
liste-der-national-prioritaren-lebensraume,Liste der National Prioritären  Lebensräume,bnl@bafu.admin.ch,,2025-06-30T00:00:00,,,"artenforderung,biodiversitat",2026-06-19
restwassersanierung-nach-art-80-ff-gschg,Restwassersanierung nach Art. 80 ff. GSchG,wasser@bafu.admin.ch,,2011-07-01T00:00:00,2020-12-31T00:00:00,,wasser,2026-06-19
holzflussmodell-in-der-schweiz,Holzflussmodell in der Schweiz,wald@bafu.admin.ch,,2023-05-24T00:00:00,2025-04-11T08:03:37.826000+00:00,,,2026-06-19
bodenbelastung-durch-schwermetalle,Bodenbelastung durch Schwermetalle,nabodat@bafu.admin.ch,,2009-12-31T00:00:00,2025-08-04T13:29:08.798000+00:00,,,2026-06-19
luftbelastung-entlang-der-a2-und-der-a13-jahresmittelwerte-no-und-no2,Luftbelastung entlang der A2 und der A13 - Jahresmittelwerte - NO und NO2,klaus.kammer@bafu.admin.ch,,2022-05-30T00:00:00,2025-04-10T13:58:32.398000+00:00,,"luft,verkehr,transitverkehr,landverkehrsabkommen,luftbelastung",2026-06-19
larmbelastung-durch-verkehr,Lärmbelastung durch Verkehr,noise@bafu.admin.ch,,2017-07-04T00:00:00,2025-08-04T13:41:27.135000+00:00,,"larmbelastung-larm-umweltmonitoring-datenbank-sonbase-strassenverkehrslarm-eisenbahnlarm-fluglarm-be,eisenbahnlarm,fluglarm,strassenverkehrslarm",2026-06-19
badegewaesserqualitaet,Badegewässerqualität (ods),"Païvi Rinta, BAFU",wasser@bafu.admin.ch,2018-04-23T00:00:00,2023-07-06T00:00:00,,"badegewasserqualitat,e-coli,enterokkoken-bakterien",2026-06-19
waldbrandgefahr,Waldbrandgefahr,info@bafu.admin.ch,,2023-03-15T00:00:00,2026-06-19T10:01:16+00:00,,,2026-06-20
waldbrandpraventionsmassnahmen,Waldbrandpräventionsmassnahmen,info@bafu.admin.ch,,2023-03-15T00:00:00,2026-06-19T06:18:23+00:00,,,2026-06-20
schweizerischer-nationalpark,"Schweizerischer Nationalpark, Nationalparkgrenze korrigiert",bnl@bafu.admin.ch,,1990-01-01T00:00:00,2001-01-17T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,e-geoch,landschaft,umwelt,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-20
biospharenreservate,Biosphärenreservate,bnl@bafu.admin.ch,,2017-01-01T00:00:00,,,"biosphare,schutzgebiet,biospharenreservat,lebensraume-und-biotope,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-20
nationales-okologisches-netzwerk-ren-lebensraum-wald,"Nationales ökologisches Netzwerk REN, Lebensraum Wald",bnl@bafu.admin.ch,,,2011-02-14T00:00:00,,"umwelt,artenvielfalt,wald,zerstorung-des-lebensraums,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-20
lebensraumkarte-der-schweiz,Lebensraumkarte der Schweiz (WSL) v1.2,bnl@bafu.admin.ch,,,,,bgdi-bundesgeodaten-infrastruktur,2026-06-20
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,Bundesinventar der Amphibienlaichgebiete von nationaler Bedeutung - Ortsfeste Objekte,bnl@bafu.admin.ch,,2001-01-01T00:00:00,2026-05-20T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-20
nationales-okologisches-netzwerk-ren-lebensraum-feuchtgebiet,"Nationales ökologisches Netzwerk REN, Lebensraum Feuchtgebiet",bnl@bafu.admin.ch,,,2011-02-14T00:00:00,,"zerstorung-des-lebensraums,feuchtgebiet,umwelt,artenvielfalt,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-20
nationales-okologisches-netzwerk-ren-lebensraum-extensives-landwirtschaftsgebiet,"Nationales ökologisches Netzwerk REN, Lebensraum Extensives Landwirtschaftsgebiet",bnl@bafu.admin.ch,,,2011-02-14T00:00:00,,"umwelt,zerstorung-des-lebensraums,artenvielfalt,okologischer-parameter,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-20
nationales-okologisches-netzwerk-ren-lebensraum-trockenstandort,"Nationales ökologisches Netzwerk REN, Lebensraum Trockenstandort",bnl@bafu.admin.ch,,,2011-02-14T00:00:00,,"umwelt,artenvielfalt,trockengebiet,zerstorung-des-lebensraums,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-20
magnetfeldbelastung-elektrische-anlagen-modelliert,Magnetfeldbelastung durch elektrische Anlagen (modeliert),noise@bafu.admin.ch,,2026-04-15T00:00:00,,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,nichtionisierende-strahlung,strahlung,hochspannungsleitung,elektrizitat,magnetismus,energiebedingte-umweltbelastung,elektrosmog,umwelt,gesundheit-und-sicherheit",2026-06-20
uberschwemmungsgebiete-aquaprotect-wiederkehrperiode-500-jahre,Überschwemmungsgebiete Aquaprotect: Wiederkehrperiode 500 Jahre,gefahrenpraevention@bafu.admin.ch,,2008-12-18T00:00:00,,,"naturrisikoanalyse,naturgefahr,naturrisiko,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-06-20
uberschreitung-der-kritischen-eintragsgrenzen-critical-loads-fur-stickstoff,Überschreitung der kritischen Eintragsgrenzen (Critical Loads) für Stickstoff,chemicals@bafu.admin.ch,,,2022-08-15T00:00:00,,"luft,luftschadstoff,schadstoff,atmospharische-bedingungen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-20
feinstaub-pm10,Luftbelastung durch Feinstaub PM10,chemicals@bafu.admin.ch,,2025-01-01T00:00:00,2025-08-19T00:00:00,,"luft-atmosphare,luft,luftschadstoff,schadstoff,gesundheit-und-sicherheit,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-06-20
